Review,Rating
super,1
very good,1
I would like to delete my account,-1
Awesome,1
Listening podcast is a good habit.because of listening skills are improving gradually. Kuku is really awesome application.all kind of audios are available especially it's available at bilingual once try it. It's my genuine review.,1
I'm getting an useless ads from this app though I reported regarding it but the same thing is repeating again and again.,-1
Excellent,1
best show in this audio,1
accha hai,0
nice this app,1
"the app is crashing very often, even after deleting and installing the app a few times",-1
good loveing story,1
best wishes,1
Nice,0
Nice stories,1
Worst app The app always asks for coins Worst app worst experience please don't download this app,-1
few cost low,1
They are hidden cheaters... I lost too much money... please be careful with auto pay they are eating out income.. waste of money,-1
awesome,1
Kuku fm enjoyable,1
app use cheyakunda money cut chesukovadam yenti na money naku kavali,-1
"Yeh kya bawasir Offer la diye ho be, i wanted to subscribe, but instead of monthly subscription offer they offer coins, and free trials, it sucks and very irritating, make ur purchase easy, we are here for entertainment not to get irritated by your unwanted ads and free trial ads",-1
best,1
Lovely just lovely,1
"At this platform, many stories And my favourite one is The Bilinear Most of them have mistirious Story",1
Nice,1
gha Hu kya,1
Good,1
Good,1
super,1
Bed service,-1
this good Audio book,1
mere sabhi bhai log ko ek baat bolna chahta hun is kuku app is camp Karta Hai sab logon ke sath do rupaye ka recharge kar 399 Kat leta hai phone se,1
nice,-1
Koi ye install na kare mck mere 299 rupee kha gye mkichutinki pehle 2 rupe cashback deke auto pay pr daal diya mera bank account scam chala rahe h bsdk inki ma ka nut choddd k natuu inki company band karbao mera naam babar Azam,-1
nice,1
all good,1
No word to say.... The Bundle of knowledge.,1
The app is very dangerous and he chiefly connect your Bank account and loss your small small transaction like 299 in one time so very carefully apply this app my rating is 000000,-1
very bad,-1
Can the autopay benefit be waived? Many banks do not allow autopay.,1
good platform for education and information,1
very much bad this app is taking amount without any permission and not refunding amount. worst app,-1
free view,1
I m enjoying kuku fm,1
super voice variations has perfect matching,1
Bad,-1
Nice story,1
Super,1
ye app bhut hi ghatiya hai Pisa katne ke bad vapas nahi karta isne Mera Paisa abhi Tak vapas nhi Kiya hai,-1
very good & amazing app,1
What a amazing story,1
not bad,-1
this very worst customer service and say subscription plan not have monthly and charges are high I not not understand we are not want reel but why give you only podcast subscribe plan why not introduced. first work in subscribe model,-1
"""Your app is one of the most user-friendly I've ever used. Great job, and thanks for your hard work!"" and updated news , story book , when I am listening feel peace thanks kuku FM",1
Osam,1
best platform,1
nice,1
Good,1
knowledge wala app Hai yah sab Ko sunna chahie,1
NOTHING IS FREE FAKE ADS EVERYWHERE,-1
so nice,1
Osam app ye app hami na saport be karata hi ki ham log apni kareyar me kesi kamyabi kar sakti hi ye aap ki kahaniya bohat he badiya hi I love this app,1
usefull for focusing mind to success,1
very bad app,-1
"They charge two rupees in the name of free seven day trial, totally nonsense. I would like to give zero stars.",-1
"I downloaded the app after seeing an Instagram ad called ""The Missing MasterChef"" but it wasn't available on Kuku FM Isle. I was cheated here",-1
very very nice,1
Good episode,1
waste of money. chatgpt,-1
super,1
good,1
wow,1
good,1
ek number faltu app hayy auto debit kartha hayy this iss wast appp don't download this app,-1
good,1
This the worst app inspire of emailing them in advance and disconnecting the plan still the money has been deducted from my account.,-1
it's really nice aap you can use while cooking or any work you are doing while listening to an amazing story thankyou,1
very very froud apps,-1
Knowledge and motivation,1
Super,1
not good,-1
Good app,1
Very nice audio platform,1
I have a coupon code but in application is showing that coupon is expired and I get the coupon before 5mnts before login,-1
osm,-1
good,1
Very nice experience,1
soo good,1
I accidentally ended up having a subscription to this app as I forgot to end my free trial and now this app is of no use to me. They should have atleast notified before the ending of the free trial as everyone else does.,-1
very. nice to episode,1
Good,1
Super,1
This is the best for the day of the year of the day of my life and muscle gain in the day of Rohit Sharma thank you very much for your lovely thoughts and blessings,1
bed FM pese kat leta hu or baaps mangne par deta bhi nahi hai,-1
much waiting time for next episodes,-1
It's superb,1
good app,0
Ghatiya,-1
very good,1
helo account la irunthu fradu mathiri amount yedukkuringa ... 399 na pay pannamalaiye nengala yeduthuketinga ... konjam kuda arivu illa ... ?,-1
I love it I downloaded and used,1
Storys good but not vishwel.,-1
Nice,1
nice,0
I have cancelled my subscription still Money was deducted requested for refund but was provided no assistance worst app and customer service,-1
good,1
this is the best app in this world,1
God to listen,1
Chalaa bagundhi prathi okka topic chalaa baga vivaristunnaru Edhulo dhorike books chalaa vunnai Nenu gatha 2 years gaa use chestunnanu Bike paina velletappudu edhaina oka book ni vintu velathanu Value for money this app,1
warst,-1
Very nice app,1
nice,1
I didn't expect like this service...,-1
so experience I'm so happy,1
Chor saale Mene Autopay kabhi on hi nahi kiya fir bhi mere har mahine 99 Rs. Kut karte hai,-1
best,1
Like it nice story,1
Very bad experience ..these app reducing my money automatically without my permission,-1
very nice aap nice jb good,0
very good,1
Good,1
Good to hear,1
Exilent,1
super,1
nice KuKu fm,1
don't download this app pls. iam requesting you because it 1st take 2rs after after few time my money automatically debited and my rs500,-1
Very bad apps. Mera account t se 399 rupees kat dia iss apps ne .,-1
Good,1
Thag ho yaar bina paise ke khna sunate ho Khali likha hai free hr chij ke paise dene hai isme,-1
trial ke naam pe payment karwata or bolta hai Free,-1
ye log Auto pay ke method se paise loot rahe hai,-1
app are working good but audiostory all are same with pocket fm. please release new type of story which we have not listen.,-1
your free trial is a fraud,1
some books change my life.,1
Good,1
waste,-1
very Good,1
Good,1
download the app it's vary intresting topics,1
Nice,1
please refund my many,1
Good,1
Osm,1
Suparb kuku FM App,1
"Hello, I am Dutta. I like your FM very much. It is your job to update this book about knowledge, but despite your complaint, you have not added the rest of the books to it yet.",-1
3rd class app bc. My paid for it bcz I wanna listen but it's not opening from payment when I payment done before payment it's going smoothly but now it's hard to open properly Refund my money dude.,-1
Very good,1
ghatiya app automatic mere account se 399 rupes kata h koi use download mat karna na use karna,-1
wow,-1
good hai re baba,1
Good,1
Good,1
Money invest app,-1
super,1
Lesson to learn.,1
best,1
"Earlier given 4 star Nice collection, I am using KUKU FM last 5 year. It's best app but now seems collection amount app. No offer for old membership.",-1
Now I can listen to things while sleeping,1
frod app he muje Mera Paisa rifand nhi huva,-1
Best aap free enjoy and bese episode or job less husband,1
"Even I have stopped the subscription they have auto debited from my bank and when asked for refund none of them is responding. Never use this kuku fm, they may loot your entire money from your account.",-1
Very good,1
Gajju banna,1
Natu bad amount leletha haya,-1
"Good spp, enjoy anytime",1
Fantastic,1
good,1
After update app not working,1
Good,1
good,1
good f m very nice,1
good,-1
nice,1
Its an amazing app. Initial i registered with tamil language. Can someone help me how to change audio language?,1
It is unfair i recharge 2 rupees for free trail after 7 days 399 remove from my account I not able to refund it so don't recharge for 2 rupeee,-1
Good,1
good,-1
It was paid application,-1
Ye app mujhe bina btaye mere account se paise kat liye it is very wrost app,-1
good,1
Mera 12 tarikh ko 399 kata Gaya vah kab mere account mein return hoga,1
Peace full,1
good,1
This app is not good very bad app,-1
1000 out of 500,-1
khajb,1
Showing video story in instagram ad. And there is only audio in this platform. Poor management and misleading advertising.,-1
A NOBODY SHOULD DOWNLOAD THIS APP BECAUSE OF FREE MONEY THESE APPS ARE DANGEROUS TO YOUR BANK DEAL,-1
excellent plate form of knowledge,1
why auto debit,1
Kuku fm auto pay . is a criminal offence.,-1
waste app i have evar seen... cash fraud appiii...,-1
"It is worst app actually. There is a fraud in this app , I experienced. Amount will be Debited automatically if I didn't subscribe the premium.",-1
plz retan my money,-1
nice,1
great,1
Ver nice,1
nice entertainment,0
worst,-1
Don't deserve one star Because this app is fully paid Any middle class boy and girl Afford this premium 7 day trial free only for 2 rupees But Google Play Store payment method not accepted Only UPI user select 2 rupees plan,-1
big scam auto dabit,-1
bahut gatiya app h Bina btaye mere 499 rs kat liye.plz streak rahe,-1
Nice audio,1
I like this only one app,1
it's so good I like this his sung is so osam,1
Good,1
Kuku FM: Audiobooks & StoriesApps ki ek chij galat baat hai sukrat Mera 300 rupaye Kat liye Jo yah galat hai Aisa nahin karna chahie aadami ko paise ki jarurat rahti hai na cut kar lete sidha Aisa nahin karna chahie 10:20 rahata to ek baat rahti hai see the 300 rupees yah Sahi nahin hai galat hai yah refund bhi mangne Jao to bola nahin aaya paisa yah system hatana chahie apps ka mujhe Mera Paisa refund chahie urgently mein,-1
Acilent,1
nice,1
Why should i pay when we have free audiobook and stories,-1
cool,1
very very bad app,-1
nice,1
veri nice,1
Very bad app,-1
Very good,1
Why u cutting money 399 rs ur cheetars,-1
nice app,1
Ye aap bhoat kharab he bin matlab ka paise cut kar leta hai account Mai se without kuch kiye bina paise cut kar lete hai,-1
good app,1
Good,1
Really love the app,1
Good story,1
good,1
very good,1
nice,1
Sprrrr app,1
super,1
best,1
Best app,1
I like story,0
This app is amazing,1
Disappointing,-1
Good,1
if your doesn't provide some of the audiobook and many other for free to listen . Its just a waste of money and time to install this app.,-1
Super story,1
please review episode 2and 3 episode daily,1
All the stories are locked.. so it becomes compulsory to subscribe.,-1
Not good,-1
Very bad,-1
good,1
superb,1
Too good,1
loved it,1
very excited,1
Nice stories,1
Wow Wow Wow,1
best app of india,1
very nice,1
it's best app,1
best app,1
Pooor app,-1
"Very bad app , my money forgotten by this app",-1
very nice story,1
bad customer service,-1
super,1
"good romantic story, sound quality also good",1
nice ado,1
good,1
bahut hi ghatiya hai defaulter mein payment katata hai 499 rs fraud krta h,-1
good,1
i cant subscribe..,0
Maha bakwash app koi log eske peeche na aye auto matic paisa kat jata sale chor log hai,-1
Good,1
Nice,1
"KUFM, Why you're asking mobile number or gmail login, we can't give you permission to access our mobile phone not gmail as we are concerned of our data safety & privacy Guy's, Please don't install such app who ask mobile phone number or gmailI hate this app",-1
nice good,1
".! P, ow",-1
good,1
good app,1
"Ye aap pura bakwas hai faltu me paise na bhare, scam hai ek , auto-pay se paise kat lete hai or premium unlock bhi nahi krte hai ,or paise Kate to refund bhi nahi krte hai ,es app ko jaise aap download krte hai ,es app ka auto pay automatically chalu ho jata hai ,or apka account balance hill jata hai",-1
Nice audio books,1
story is very nice,1
good,1
imagine story,1
rifund,0
Good,1
Good,1
Ya app mast ha,1
Very,1
Very good at sleeping,1
Before update there were pictures with audio but after update there are no picture only audio book with no picture for example (Fix it fast or give me my money back) Kuku fm is a good app but too many glitche in app,-1
249 deducted from my account while not using this app. i was uninstalled but 249 payment deducted from my account. no refund,-1
Good app,1
Nice,1
Bahot ghatiya app hai ram charit manas sune k liye bhipaisa chahiye,-1
good app,1
which story was shown in Facebook there is no continuation of story in the app,-1
My favourite serial,1
Nice app,1
Excellent product evryone needed through Life,1
nice,1
Good,1
super app,1
Mukesh kumar yadav,1
Not good,-1
Mere 300 rupye kuku fm valo ne mere mere password lagaye bina hee paise nikal liye ab kya faida mere paise to chale gaye na mere paise kaise vapas ayenge batao contact karke kya hoga paise to gaye na,-1
osm,1
nice,1
Excellent,1
"I was used Kuku fm. My experience was very bad, it's activated auto pay in my account, so I request to Kuku fm for I need a refund. But my money wasn't credit.",-1
well,1
Enjoying,1
paid app,-1
very nice,1
VIP section sa coins wala system hatao,-1
I have been listening to stories in Kukufm since last one year. I really liked your audio quality and it is a life changing audio. I would recommend it as I can learn a lot from you. Thank you kukufm team.,1
very nice,1
super nice app,1
nice,1
good,1
This app given chance earn coins like adds... But didn't,-1
Kukufm download ke 4 din bada meri 299 account se Kata gaya. Please Mera 299 wapas Kara dijiye. May bilkul use bhi Nehi kiy phir bhi mera 299 kata Kay.,-1
GH in bvi,1
Very good,1
Loveed it,1
Good for Knowledge...,1
ge app gheu ka auto per activate karta hai,-1
good,1
Good,1
good,1
This is very good app . It provides best books. Needs to add books,1
Good,0
It's Good,1
very nice,-1
Best option to learn something for sleepy guys at Library,1
Great,1
fraud app,-1
very good,1
good apo kukumfm,1
Very useful app Best gift to ears No stress for eyes.,1
Thank you kukufm,1
excited,1
good,1
good,1
Nice,1
Nice,1
Nice app,1
Update app not working,1
amazing kuku fm mind blowing magar yarr super cop parth ka dusra season season lo plc,1
Sera aps,1
good,1
This is the best app for listening books,1
Good,1
good,1
Very good experience,1
Iam deleting this app I don't like it because your stories thumbnails are sexual type,-1
Without paying there is no option to listen,-1
Super,1
kuch bhi free nhi hai very poor kuku fm,-1
Nice,1
nice,1
very very bad app,-1
Bad,-1
best,1
cook story I like it,1
Story,1
very gud,1
"Why playing speed automatically got higher from starting. Seems it is running with a 2x speed. No option there to slow down. similarly many quality audio books were there in the app while using 1st time, but they are unavailable now. Content quality got poorer. please resolve",-1
nandu bekar,-1
na yes,1
nice app,1
"It's a very wonderful app, I learned a lot from it, honestly, what God says in my life, what Maya says, I got to know from it, thank you very much.",1
mast hai,1
let me complet this then I will tell you,1
This is a great mind blowing app,1
Such a worst app.i did not refund my amount. I dont know that my account is in autopay .this app is tricky.dont use this app.i contact help and support.but within 24 hrs only refund option is available.what is this nuisance. They take my amount in auto pay method.but i dont know that.now i check my account and know that my money was debited before 2 days.this 1 star is also waste for this app.,-1
very bad mera paisa kat liya,-1
super,1
nice,1
so beautiful and lovely story,1
"Worst app automatically debited 399 I am already installed but but why bedited , kindly refund other wise will go to cyber",-1
Good FM,1
Good,1
very nice,1
full episode,1
good,1
aap without parmission playstore aap store ! aap,-1
Good usefull app in play store,1
Fraud app ha 2 rupaye bolkar 299 rupees apne aap hi cut jaate Hain install mat karna,-1
Nice,1
We like this aap,1
Nice one,1
good,1
worst app becausei loss my amount with auto debit without my knowledge,-1
Good entertainment,1
It is usefull and best,1
ella story nu super aagi interesting ide but all storys poorti aagi complete agilla adakke poorti aagi Kate na upload madi,0
nice videos that's like I like the videos,1
Very bad,-1
This is a fraud aap ....they say u can refund ur subscription at a time of subscription but later on if try for refund they manded ur account..and later they don't repay you back,-1
Best,1
good app for my baby,1
mind blowing story app,-1
Worst,-1
op n,1
Nice app,0
Good,1
good,1
badiyaa,1
great channel,1
very good,1
nice app,1
Good,1
mood off,1
good,1
It's a chip app I don't one star Free episode is not available,-1
Best Story Teller during journey,1
Please 7 days free story,1
extreme,1
nice but no mani,1
Please provide the option to download audioshows on cellular data,-1
ye app bahut accha hai,1
Good,1
Nice,1
Awesome,1
Remove some subcription,-1
very very worst app They will automatically take the amount from the bank. No one should use this.,-1
super,1
sabse bekar aap hain koi achi chiz sunne layak nahi hai pehle free dikha ke auto payment lagwa lega uske bad auto pay cancel bhi nahi hoga,-1
Froud app 299 rupees auto pay my account,-1
good,-1
Wrost app .. Keval ye paisa kat ta hai... Plz don't install it...,-1
Amazing platform tru love insite,1
it's awesome platform to get knowledge,1
good,1
achcha application,1
Very good,1
brilliant,1
baddest hi,-1
very nice,1
Very bad,-1
good,1
good app,1
It's been 3 years when I bought premium. But I will not renew my subscription because I came here for book summaries not fictional stories. Now apps interface is very confusing. I can't browse book summaries.,-1
super,1
osm,1
Just like wow,1
not a good app.better regular FM radio suno life mood enjoy karo ...,-1
don't like this app,-1
so good for many reasons knowledge,1
pese return nhi kr rhe sbse ghatiya app h 400 kat liye or option dete h return krne ka story bhi bnd krdi meri or pese bhi nhi diye,-1
kukur f Mein paise transfer Mat Karna Apne auto play per cut Jaate Hain 299 apne aap cut te he,-1
bad,-1
my blowing kuku fm and information app than you soo much and feel in love listening app,1
very helpful,1
This is the best audio book app. I have using this app since two years with premium membership. I have satisfied with this app.,1
nice aap,0
Very bad app hi frode app Hi charge leta hi,-1
"Very good app ,stories",1
Super,1
bad,-1
kuku Fm audio books stors,-1
Best for relax,1
from last 2 months my money has been deducted from my account without my permission totally 800 rupees I need refund. there is no Help line centre I'm very sad,-1
So good,1
Well,1
Excellent app,1
GOOD APP NICE APP,1
beautiful art of reading and narrating the book. it was interesting to listen to and helped me complete the book in one go. thank you so very much. I would love to listen this book once again or may be again and again.,1
Nice,1
face issue will opening app not able to listen any audio,-1
super,-1
Super,1
Wonderful app for audiobook,1
no free show,-1
Very good aap,1
bahut badiya app hi,1
best app,1
Very excellent stories and biographies,1
Free,1
very nice,1
Free rehta to dekhta but nahi isliye don't install this app,0
Well done,1
super,1
good. we need more tamil dramas.,1
Excellent app,1
good,1
Nice,0
Good fm,1
This is bad,-1
very good platform,1
Bekar Hai app Pahli pay karne ke liye bol raha hai 7 Dinon Tak free chalta hai FIR play karo,-1
"fraud site at internet.beware of kuku,,never share or open this site they immediate deduct amount from ur payment app or directly from ur bank account.sawdhan!otherwise ur acount sure will be emptied by them/ kuku FM.",-1
I like this app i leen ver langug,1
please send All episode,1
This app is extremely good to gather information.,1
bad,-1
Nise,1
super,1
I dont like this app ...,-1
good,1
nice,1
good,0
my amt is deducted,-1
it's great app.,1
Super,1
amazing,1
This is the best app this generation,1
Nice stories,1
it's a good app,-1
Super,1
por....unable to unsubacribe,-1
good,1
nice,1
super,1
Very nice... specialy romantic story,1
good,1
"good very good,",1
so super aap,1
I enjoy very much Love this app,1
Don't use puku FM his my money without my permissi (his take my money and changed platinum pack I takeen his telling,-1
best audio and learning app,1
fake app don't pay money,-1
super,0
niti kadalu telugu lo audio ute bagu utadi,1
Auto payment start ho jata h bahut ganda app h,-1
Love you,1
Very ghaint application good stories and fabolues mind stories,1
Good App,1
Wonderful experience...,1
super,1
very bad app,-1
Nice,1
Ohh nice,1
great,1
Super,1
great,1
"Without installation app I received login OTP how it's possible, is someone login on other device with my mobile number.",-1
good,1
suppar,1
super atiow speaker,1
ok good story,0
good,1
nice,1
Super stories,1
Mustm,1
waste,-1
399 amount debited not continuing subscription do not allow to any phone pay amount it's cheting,-1
super,1
Sumne Auto debit agta erute namge bekadaga navu amount na pay madak agala auto metic Pay agute,-1
nice story,1
cheap owner,-1
"this is waste of time app , why because in advertisements on YouTube etc video comming but where as in app only audio comming. Now , here i believed that video may come and took subscription also , but my total time get wasted.. thank you ..hope it will help some body like me .",-1
v. good,1
Why should it automatically cutting my payment even I uninstall the app,-1
App should not available ep. Isod,0
good,1
give me discount for rejoin,1
Fun story,1
very very bad app,-1
very bed outo pay,-1
So good,1
naic.,1
"Shekhar gurukul ki ad chate ho, and application me vo serial hai hi nhi",-1
Super,1
outstanding,1
while seen add in other platforms while playing story behind artificial videos playing.and i have installed and listen to story no graphics video need to resolve,-1
super,1
This app is good easy to use and now they added many stories and those stories are good but I can't access them and I can't save some stories in my profile now but before 1 month not like this I can acces some stories then now you need to buy subscription to listen any story,-1
bed,-1
only paid,-1
okay,-1
no palang,1
mere 500so vapas kar do bhai mere maa ki tabiyat kharab hii galti se ho gaya,1
very important app best off all,1
Fraudulent... Customer support not satisfied. Payment section not safe,-1
worest what the amount auto debit,-1
Wow so gud to hear this always,1
Wonderful,1
he deduct automatically my money without my permission he charged my account 299 rs,-1
Good listening,1
Good,1
good,1
a best Application for on modern world Easily change your life,1
Good,1
nice app,1
So nice,1
Not good experience,0
"This is a totally useless app, we are being looted, they charge 499 rupees for 2 rupees, they are cheating us, don't download this app friends, they win our hearts by showing ads, then you download it and pay money for it",-1
I love this app,1
Osam,1
Bery expensive aap,-1
boring,-1
Good,1
Excellent,1
Am so happy for Love you too kuku fm,1
cheating karta hai,1
Mere paise wapas kar sale chor nhi too 1000 logo se kahunsga 1star renting dilwaunga,-1
Late coming episode,-1
osm pH,1
Good,1
Nice,1
Good aplication,1
Audio book interesting books future life in the,1
Great amezing,1
Super app,1
My pamint kat liya,-1
poor connection app is not working good,-1
Good very good,1
Costly,-1
they are doing fraud they are making money that's it,-1
good,-1
bad customer care 7 399 1 customer care month,-1
nice,1
Super,1
good,-1
Very nice kuku fm,1
One worst app and fake app and refund is not working. They will automatically debit money. Don't use the app,-1
good but not without subscription.,0
Easy to use and this app make my day better,1
Worst ruined youtube contents.,-1
Loving it,1
jobless Ghar jamai story is good,1
video +picture isme maja nahi aa raha hai full video all sirse nahi hai,-1
good but mobile data is cunsumtion is less then high less then low,0
Nice,1
worst app.,-1
Very useful app so many topics but so many bugs in app like search author name not found audio books and kuku points also not count on my id so many bugs so please fix,0
Fake app paise kamane ka galt tarika hai .. es app se aapki Bina permission se paise add kar lete hai aap ke account se kat kar Very bed experience,-1
Real story on warld in fast class story,1
I like kuku Fm because ...I have time to reading a book so ... atleast we silentKUKU FM and happy understand the storys.,1
because this app is so interesting,1
very good,1
"very bed experience...they will cut the money from my account thru Autopay,but I don't give them the permission to autopay",-1
acha Nehi he koi install karna mata,-1
Nice App,1
Almost right,-1
video kyon nahin chal Raha hai isko reply karen app ko chalana band kar dunga,1
Bast app,1
not really good,-1
Am next level,1
very worest app i loss my money plz don't download this app,-1
this app robbery app auto payment robbery story telling very bad,-1
namaste I am Gulshan Gupta Thanks You,1
very bad,-1
Good,1
not download this apk,-1
good,0
sir aapki team bahut responsebal hai. mai bahut khus hu aapke kuku fm and team se. thanku.,1
Just LESINING like a wow,1
useless fraud cheater,-1
Nice,1
Okk,1
Nice,1
ex lent,1
7 day free trial nahi hai not dawnload 399rs,-1
this app chiting,-1
it is a very nice story beautiful amazing,1
Not 299 a,-1
Use less app west off amount without permission amount cut so plz yaru download madbedri,-1
y payment of auto debit. that is a very wrong process.. that one case I'm not interested in app download.,-1
This is frod app don't download any one Worst app in Play Store,-1
good,1
Mujhe to bahut hi achcha lag raha hai bhai yah,1
good,1
This app auto renew subscription by Autopay. If kids installed this app then we directly get an invoice mail after completion of the trial period. As we cancel the subscription on the first day also they do not refund a single rupee. Strongly disagreed with app policy.,-1
"Very worst app, they are autopay the fund... Ath i am cancel the subscription.. But they are not refund.... Very worst app.. Please don't install it.... Fully worst",-1
Good,1
Bekar hai bhai koee dawnload mat karna paise katege pahle 2 rupees gir 299 katege,-1
Poor application,-1
Froad Hai yah app is app mein koi bhi download na Karen is App se paise churae Jaate Hain account se plz is aap. ko koe download na kare,-1
worst App please don't install,-1
Best ever,1
Bhai ji,1
Yah app trial ke naam 2 rs katati hai aur payr set kar deti hai 499 jo ki khud cut jata hai uppin dalo ya Na dalo jabardasti karta hai,-1
very good app,1
super,1
good,1
very Good,1
best,1
very bad,-1
Not good as expected. Even customer support is also very poor #disappointed. After mail also i haven't get any response worst app ever,-1
"sabse Ganda my money no refund,",-1
nice,1
i need my refund back.... i delete your app many week ago so why you auto pay money from my account I don't give you any permission to cut my many... pls kindly back my money I don't want your subscription or anything just give my many back...,-1
Interesting,1
dont even play a single thing without purchasing,-1
One of the worst app,-1
Nice,1
nice audio voice,1
Nice,1
nice,1
good,1
Good listening aap,0
Interested story,1
isko install mat Karna koi bhi bhai paise Kat leta hai bina bataye,-1
it asks premium to every thing very bad,-1
nice,1
Very Nice Experience,1
"Not a good app at all.You can use it for 7 days for free by paying the first bill.. After paying, you can't show anything.. This is my and my friends' experience.. Very bad app..",-1
free trial bolke 2 lete hai,-1
Frod app,-1
very nice app and helpful to understand,1
worsted app please don't install,-1
bakwas,-1
super,1
thank you,1
app,-1
Actually it is so hot,1
Mere 399 rs cut karliye is spp se.ye ummeed ni thi is app se mujhe .mere paise refund hona chahiye,-1
Osm,1
best,-1
don't download this app,-1
bhut hi mast app hai,1
lovely app,1
Nice work,1
Amazing app,1
very worst app . cheating app,-1
awesome..,1
i want refund,-1
Best,1
for coins I will type review,1
is very good,1
Don't install this app. They are cheating my money. Automatically debited in my account without my knowledge. I asked to refund it back They are not refund it. Fraud app. Very worst app,-1
automatic Paisa Kat liya sabse ghatiya app refund ke liye bola to bola ki ek do din mein yah 10 din ke andar aapka refund a jaega abhi tak mera refund Nahin aaya apne aap hi payment cut Gai account se,-1
Super,1
Wonderful,1
Best of luck for your support,1
its very useful to me. Great...,1
supar Supar,1
excellent for a better experience. It's become a life changing experience makes me happy an introduce myself to live best version of my life. Really I love to hear that time when I want to spend quality time with myself to get real peace of mind,1
It is a good platform who loves reading and listening books,1
help improve our mind,1
best of best,1
It's very very good,1
nice,1
good,1
Please mention paid service while advertising,-1
All thing is paid,-1
Nice,1
why auto paymet this is bad,-1
love,1
Nice,1
Please don't install kuku fm. One. Time. Phone pay madidare. Nimma. Acount nalli. Ero. Amount. Monthly 400 rupees. Kuku fm Nimma. Acount nalli cut maduthate.,-1
paisa kha k baith gya ab waps ni de ra hai bakwas app,-1
The app is very good and it's sound quality is mind blowing,1
Good,1
it's a good app,1
payment rifand nahi huwa,-1
good,1
"hello, why are you doing this? when i first downloaded kuku app, you said that only 1 rupee enough, no other charges, then why you deduct 399 rupee my bank account? i asked this in your chat with us support. you said that your money will be returned to your bank account in 7 to 8 working days, why haven't i received my money back yet? please send me my money. thank you. i yesterday talk with you, but my money can't return for me, email support team not response, i go to consumer court complait",-1
Ye app % refund kar deta hai,1
"in my busy life, kuku fm is more attractive and useful strongly recommend",1
I need refund,-1
Great,1
Worst 3rd grade,-1
Good,1
App Crashed with latest update. Also drains full battery in one hour. Unable to listen smoothly n continuously. Pls fix this bug so that we can listen more. Another thing is every time after logon phonr screen... this app comes front and unable to use other apps. Fix this bug also. And make the app as a music player. So that we can use freely in the background.,-1
some visual images should be added according to stories,1
THIS NOT GOOD APP FOR USER AND AUTOMATICALLY CUTTING MY MONEY 399 FOR SUBSCRIBE,-1
I loved this app but this application is more data consumed in normal mode.,1
Good,1
Very Bad And Very cheap app .Innocent people are being looted. Those who are not educated . he subscribes through the hands of these people,-1
nice,1
Good,1
very interesting,1
Knowledgeable,1
super,-1
Akash Pandey,1
GOOD TEACHER,1
nice kathaigal,1
Don't use it is not for family show Please stop adult add in YouTube,-1
i purchased premium but not active worst service,-1
Nice,1
so good,1
Good app,1
This is not useful securly auto payed amount from account please download your responsibility,-1
supper,1
Fraud,-1
Good,0
to bed kuku fm,-1
"not working , only retry after some time",-1
It's good,1
good,1
not good dis App,-1
"I took a trial pack of a week, and they just auto debited my AIC without any confirmation. Very horrible practice of making money. There in no un subscribe option, you just asked to pay 2/- which was refundable, then how did you debit the amt of 399/- from my ACCOUNT. I did not take any package of your app. Kindly refundit",-1
Good app,1
money problem,0
well dane,1
"very interesting app n good story, audio show i really love it",0
good service,1
Not getting Best book Audios as shown in their digital ads I see ads Budhas Brain but When I subscribe than I have not find it,-1
Best experience and expected more self help books,1
Super,1
He is very good,1
super,1
Nice,1
nice,1
Ek number ka bekar app automatic bank se rupee nikle gye bekar bahut bekar app,-1
good app,1
money wapas 399,-1
Your account has been charged 899 Auto Pay from my Google Pay account but I am not subscribed. I need a solution. 899 The fate of this money is unknown till today,-1
Tumhara Add bahut bekar time pe aata hai isko sambhalo,-1
Awsm,1
nice story,1
intaresting,1
It is super useless aap it's a spam so disappointed,-1
nice,1
Good,-1
Not free even one single book also.,-1
super,1
nive,1
scammer,-1
Nice,1
I love this app and story is amazing,1
nice,0
bad experience,-1
Lawadalo app ...worst app edhi download chesukokandi...ee app vaallaki kuda chepthunna...na amount naaku repay cheyyandi lekapothey....police case pedatha...,-1
this is a very useless App after downloading it Rs 399 is deducted from your bank account there is confusion in the name of contentsomething else is shown in the advertisement and something else is seen in the App and if by mistake amount gets deducted from my account again in the name of Kuku App then you can see the result,-1
this app is very useful and thank you kuku fm,1
modern teacher,1
Intha app yarum use pannadhinga plzz ya Gpay erunthu amount eduthutanga guys,-1
Good,1
Very nice,1
Very interesting apps,1
Good,1
Really good,1
good,1
the bestest app for story keep it up,1
Nice one.. informative.. Thanks,1
"Excellent App, Full of knowledge. I love this app very much.",1
Good,1
"Good apps ,",1
not good,-1
Did not download this app if you will download your money will cut from your account ..,-1
Nice kuku FM,1
nice,1
Nice story,1
"Wrust application asking 2 rupees to pay and then 299 will be acces to auto pay , please use YouTube stories",-1
Faltu apps,-1
super,1
MY Favourite social media aap amezing aap,1
EPF road disco download na Karen,-1
Good,1
Don't use this app,-1
nice,1
nice,1
Excellent Audios,1
Good,1
good,1
nice,1
Nice apk,1
"Loyal hai, money vapis turant karte hai kuku fm vale",1
Best in the world,1
Good,0
This ku kuch app is very good,1
Good,1
thika ha,1
good,0
good story,1
Nice app Shanu rajpoot,1
